time,xrayimage_id,xrayimage_name,trg,power,TED,TEP_low,TEP_high,TEP
0.00019,9,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0010.tif,-0.002,1.809,1.668,0.046,0.055,1830.927899
0.000195,9,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0010.tif,0.001,1.808,1.671,0.047,0.058,1830.927899
0.0002,10,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0011.tif,-0.001,1.804,1.622,0.046,0.056,1781.969692
0.000205,10,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0011.tif,0,1.801,1.608,0.047,0.057,1769.209755
0.00021,10,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0011.tif,-0.002,1.798,1.598,0.047,0.055,1769.209755
0.000215,10,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0011.tif,0,1.784,1.591,0.047,0.057,1751.476566
0.00022,11,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0012.tif,0.001,1.775,1.616,0.047,0.058,1767.511099
0.000225,11,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0012.tif,0.001,1.772,1.615,0.045,0.056,1633.508465
0.00023,11,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0012.tif,-0.001,1.773,1.598,0.047,0.056,1646.268402
0.000235,11,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0012.tif,0,1.777,1.604,0.047,0.067,1663.915286
0.00024,12,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0013.tif,-0.002,1.78,1.614,0.046,0.055,1688.116545
0.000245,12,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0013.tif,0,1.79,1.605,0.048,0.058,1647.706365
0.00025,12,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0013.tif,-0.002,1.798,1.635,0.048,0.058,1750.971968
0.000255,12,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0013.tif,0,1.804,1.616,0.048,0.06,1760.589364
0.00026,13,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0014.tif,0.001,1.805,1.654,0.048,0.058,1779.765607
0.000265,13,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0014.tif,0.001,1.804,1.654,0.049,0.058,1802.014376
0.00027,13,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0014.tif,0.001,1.802,1.64,0.049,0.058,1829.591113
0.000275,13,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0014.tif,0.003,1.8,1.663,0.05,0.059,1845.629618
0.00028,14,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0015.tif,-0.002,1.794,1.642,0.048,0.058,1811.989226
0.000285,14,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0015.tif,-0.002,1.779,1.661,0.048,0.057,1795.950178
0.00029,14,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0015.tif,0,1.776,1.642,0.048,0.059,1776.838604
0.000295,14,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0015.tif,0,1.776,1.657,0.049,0.059,1771.566279
0.0003,15,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0016.tif,0,1.781,1.651,0.049,0.059,1774.704016
0.000305,15,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0016.tif,0,1.79,1.667,0.051,0.062,1738.722085
0.00031,15,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0016.tif,0,1.794,1.726,0.049,0.058,1727.30632
0.000315,15,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0016.tif,0.002,1.805,1.695,0.048,0.062,1815.097406
0.00032,16,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0017.tif,0,1.812,1.675,0.05,0.061,1842.6185
0.000325,16,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0017.tif,0.001,1.811,1.727,0.053,0.059,1842.6185
0.00033,16,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0017.tif,-0.001,1.812,1.744,0.05,0.059,1918.322693
0.000335,16,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0017.tif,-0.002,1.808,1.678,0.049,0.058,1969.679362
0.00034,17,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0018.tif,-0.001,1.805,1.681,0.051,0.06,1870.47251
0.000345,17,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0018.tif,0.002,1.797,1.646,0.051,0.059,1873.481853
0.00035,17,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0018.tif,-0.001,1.783,1.665,0.05,0.061,1873.481853
0.000355,17,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0018.tif,0.001,1.775,1.629,0.051,0.06,1854.436149
0.00036,18,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0019.tif,-0.002,1.768,1.619,0.049,0.058,1820.585526
0.000365,18,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0019.tif,0,1.775,1.64,0.05,0.06,1868.958407
0.00037,18,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0019.tif,0,1.775,1.636,0.051,0.061,1846.83749
0.000375,18,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0019.tif,-0.001,1.779,1.686,0.05,0.058,1836.888722
0.00038,19,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0020.tif,0,1.791,1.693,0.049,0.059,1836.888722
0.000385,19,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0020.tif,0,1.8,1.636,0.051,0.061,1803.181253
0.00039,19,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0020.tif,0,1.805,1.712,0.05,0.06,1757.814618
0.000395,19,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0020.tif,0,1.808,1.672,0.049,0.061,1763.904898
0.0004,20,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0021.tif,-0.002,1.801,1.65,0.051,0.062,1760.889831
0.000405,20,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0021.tif,-0.002,1.801,1.674,0.051,0.061,1773.853666
0.00041,20,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0021.tif,0.001,1.801,1.686,0.05,0.06,1767.847551
0.000415,20,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0021.tif,0.001,1.787,1.686,0.049,0.058,1779.332283
0.00042,21,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0022.tif,-0.002,1.779,1.692,0.051,0.064,1795.36292
0.000425,21,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0022.tif,-0.001,1.773,1.686,0.05,0.06,1808.326755
0.00043,21,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0022.tif,-0.001,1.777,1.684,0.051,0.06,1814.408624
0.000435,21,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0022.tif,0,1.78,1.672,0.049,0.058,1867.143502
0.00044,22,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0023.tif,-0.003,1.783,1.665,0.051,0.06,1849.589137
0.000445,22,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0023.tif,0.001,1.793,1.677,0.05,0.059,1812.989068
0.00045,22,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0023.tif,-0.002,1.804,1.682,0.049,0.06,1769.332832
0.000455,22,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0023.tif,-0.001,1.811,1.681,0.049,0.06,1840.227983
0.00046,23,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0024.tif,0,1.812,1.657,0.049,0.061,1824.191621
0.000465,23,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0024.tif,-0.002,1.812,1.698,0.055,0.061,1872.577957
0.00047,23,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0024.tif,-0.001,1.809,1.692,0.05,0.06,1872.577957
0.000475,23,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0024.tif,0.001,1.805,1.726,0.049,0.057,1885.715994
0.00048,24,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0025.tif,0,1.797,1.664,0.049,0.06,1829.657042
0.000485,24,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0025.tif,-0.001,1.786,1.665,0.049,0.06,1823.444634
0.00049,24,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0025.tif,-0.002,1.779,1.657,0.05,0.058,1823.444634
0.000495,24,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0025.tif,-0.002,1.777,1.685,0.048,0.058,1857.03536
0.0005,25,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0026.tif,-0.001,1.772,1.713,0.049,0.057,1887.55356
0.000505,25,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0026.tif,-0.001,1.779,1.682,0.05,0.059,1866.635491
0.00051,25,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0026.tif,0,1.784,1.7,0.049,0.058,1855.293535
0.000515,25,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0026.tif,0,1.798,1.734,0.049,0.058,1881.256873
0.00052,26,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0027.tif,0.001,1.804,1.723,0.049,0.06,1825.064282
0.000525,26,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0027.tif,0,1.805,1.717,0.051,0.058,1788.241156
0.00053,26,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0027.tif,0,1.8,1.719,0.046,0.058,1823.07025
0.000535,26,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0027.tif,0.001,1.794,1.705,0.047,0.058,1816.765323
0.00054,27,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0028.tif,-0.002,1.794,1.674,0.048,0.055,1793.851917
0.000545,27,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0028.tif,0,1.793,1.661,0.047,0.058,1785.157319
0.00055,27,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0028.tif,-0.001,1.781,1.654,0.05,0.058,1821.980445
0.000555,27,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0028.tif,0,1.773,1.661,0.047,0.06,1767.975108
0.00056,28,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0029.tif,-0.001,1.773,1.671,0.049,0.058,1767.975108
0.000565,28,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0029.tif,0.001,1.777,1.626,0.048,0.058,1700.304061
0.00057,28,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0029.tif,0,1.783,1.618,0.047,0.058,1776.868546
0.000575,28,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0029.tif,-0.002,1.783,1.622,0.048,0.06,1776.868546
0.00058,29,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0030.tif,0.001,1.801,1.639,0.048,0.056,1786.096021
0.000585,29,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0030.tif,0,1.811,1.616,0.049,0.058,1822.919147
0.00059,29,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0030.tif,0,1.812,1.667,0.051,0.061,1866.534389
0.000595,29,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0030.tif,0.001,1.812,1.772,0.049,0.058,1829.407234
0.0006,30,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0031.tif,0.001,1.807,1.733,0.048,0.057,1798.889035
0.000605,30,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0031.tif,-0.001,1.802,1.742,0.047,0.057,1792.798755
0.00061,30,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0031.tif,-0.002,1.8,1.681,0.049,0.06,1853.317749
0.000615,30,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0031.tif,0,1.791,1.667,0.049,0.059,1850.112687
0.00062,31,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0032.tif,0.001,1.779,1.629,0.049,0.055,1850.112687
0.000625,31,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0032.tif,-0.001,1.777,1.612,0.047,0.056,1858.253553
0.00063,31,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0032.tif,-0.002,1.777,1.616,0.047,0.057,1851.915268
0.000635,31,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0032.tif,-0.002,1.777,1.63,0.047,0.057,1800.426244
0.00064,32,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0033.tif,-0.002,1.783,1.658,0.047,0.057,1806.769043
0.000645,32,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0033.tif,-0.001,1.79,1.742,0.052,0.061,1803.502064
0.00065,32,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0033.tif,-0.002,1.802,1.719,0.049,0.058,1822.74166
0.000655,32,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0033.tif,0,1.809,1.681,0.046,0.056,1832.155158
0.00066,33,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0034.tif,-0.002,1.811,1.67,0.048,0.057,1786.302061
0.000665,33,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0034.tif,0.001,1.807,1.651,0.05,0.06,1797.862849
0.00067,33,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0034.tif,-0.002,1.805,1.656,0.047,0.058,1823.507161
0.000675,33,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0034.tif,-0.001,1.801,1.665,0.047,0.055,1793.004505
0.00068,34,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0035.tif,0,1.793,1.672,0.049,0.058,1786.792097
0.000685,34,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0035.tif,-0.001,1.781,1.693,0.048,0.059,1823.615224
0.00069,34,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0035.tif,0,1.776,1.643,0.048,0.058,1849.954812
0.000695,34,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0035.tif,0,1.773,1.654,0.049,0.058,1846.817075
0.0007,35,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0036.tif,0.001,1.775,1.625,0.049,0.056,1843.634342
0.000705,35,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0036.tif,0.001,1.777,1.646,0.048,0.057,1856.467786
0.00071,35,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0036.tif,-0.002,1.783,1.642,0.047,0.058,1783.768523
0.000715,35,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0036.tif,-0.002,1.8,1.622,0.047,0.056,1783.768523
0.00072,36,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0037.tif,-0.002,1.809,1.626,0.047,0.061,1764.528927
0.000725,36,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0037.tif,0.001,1.809,1.733,0.049,0.056,1924.649299
0.00073,36,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0037.tif,-0.002,1.807,1.719,0.047,0.057,1927.854362
0.000735,36,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0037.tif,0.001,1.801,1.719,0.052,0.056,1981.377382
0.00074,37,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0038.tif,-0.002,1.801,1.67,0.048,0.057,1912.958806
0.000745,37,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0038.tif,0.001,1.797,1.643,0.048,0.058,1953.204275
0.00075,37,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0038.tif,0.001,1.786,1.639,0.049,0.06,1829.907028
0.000755,37,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0038.tif,-0.001,1.781,1.661,0.049,0.057,1833.044765
0.00076,38,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0039.tif,0.001,1.777,1.681,0.049,0.058,1833.044765
0.000765,38,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0039.tif,-0.002,1.779,1.66,0.049,0.058,1860.425228
0.00077,38,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0039.tif,0,1.783,1.649,0.048,0.058,1903.076086
0.000775,38,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0039.tif,-0.002,1.78,1.657,0.048,0.057,1883.899844
0.00078,39,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0040.tif,0,1.793,1.654,0.049,0.055,1850.259451
0.000785,39,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0040.tif,0.001,1.804,1.663,0.048,0.058,1832.612567
0.00079,39,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0040.tif,0.001,1.808,1.661,0.048,0.059,1847.311092
0.000795,39,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0040.tif,-0.001,1.805,1.795,0.047,0.058,1801.54192
0.0008,40,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0041.tif,0,1.804,1.777,0.047,0.055,1864.549637
0.000805,40,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0041.tif,-0.002,1.8,1.768,0.048,0.056,1848.282986
0.00081,40,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0041.tif,0,1.794,1.737,0.051,0.058,1845.037909
0.000815,40,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0041.tif,0.001,1.781,1.721,0.047,0.059,1817.438074
0.00082,41,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0042.tif,0,1.775,1.696,0.046,0.057,1780.310919
0.000825,41,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0042.tif,0,1.768,1.664,0.049,0.059,1699.656318
0.00083,41,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0042.tif,-0.001,1.77,1.654,0.047,0.057,1712.740235
0.000835,41,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0042.tif,0,1.77,1.644,0.047,0.058,1699.688374
0.00084,42,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0043.tif,0,1.777,1.647,0.047,0.058,1693.350089
0.000845,42,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0043.tif,0,1.781,1.698,0.046,0.058,1759.558896
0.00085,42,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0043.tif,-0.001,1.8,1.675,0.047,0.057,1752.725786
0.000855,42,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0043.tif,0.001,1.805,1.675,0.051,0.058,1801.1097
0.00086,43,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0044.tif,-0.002,1.807,1.663,0.049,0.061,1801.1097
0.000865,43,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0044.tif,-0.002,1.804,1.692,0.047,0.055,1817.144233
0.00087,43,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0044.tif,-0.001,1.805,1.664,0.046,0.058,1736.489633
0.000875,43,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0044.tif,0.001,1.805,1.677,0.047,0.056,1791.706657
0.00088,44,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0045.tif,-0.002,1.793,1.705,0.047,0.058,1791.706657
0.000885,44,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0045.tif,0.001,1.781,1.653,0.047,0.055,1838.483923
0.00089,44,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0045.tif,-0.001,1.779,1.66,0.047,0.055,1801.44922
0.000895,44,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0045.tif,-0.001,1.776,1.658,0.047,0.056,1831.929547
0.0009,45,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0046.tif,-0.002,1.779,1.684,0.045,0.056,1820.368759
0.000905,45,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0046.tif,0.001,1.783,1.702,0.047,0.056,1808.807972
0.00091,45,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0046.tif,0,1.788,1.682,0.049,0.058,1778.327644
0.000915,45,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0046.tif,0,1.805,1.688,0.049,0.058,1833.265934
0.00092,46,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0047.tif,0,1.812,1.712,0.047,0.058,1839.608733
0.000925,46,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0047.tif,-0.002,1.811,1.677,0.047,0.055,1851.169521
0.00093,46,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0047.tif,-0.002,1.815,1.644,0.049,0.058,1831.993278
0.000935,46,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0047.tif,-0.001,1.811,1.691,0.047,0.055,1868.816404
0.00094,47,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0048.tif,-0.001,1.807,1.692,0.048,0.058,1838.079374
0.000945,47,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0048.tif,0,1.801,1.66,0.049,0.058,1858.997442
0.00095,47,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0048.tif,-0.002,1.787,1.664,0.048,0.058,1882.265749
0.000955,47,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0048.tif,0,1.776,1.649,0.05,0.058,1885.402944
0.00096,48,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0049.tif,0,1.773,1.672,0.048,0.055,1885.402944
0.000965,48,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0049.tif,0,1.772,1.663,0.049,0.059,1904.579186
0.00097,48,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0049.tif,0.001,1.777,1.695,0.049,0.058,1883.661118
0.000975,48,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0049.tif,-0.001,1.78,1.667,0.049,0.058,1832.792976
0.00098,49,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0050.tif,0,1.793,1.675,0.049,0.058,1818.313824
0.000985,49,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0050.tif,0,1.802,1.667,0.049,0.059,1845.135462
0.00099,49,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0050.tif,0,1.804,1.706,0.049,0.06,1845.135462
0.000995,49,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0050.tif,-0.002,1.805,1.705,0.052,0.06,1814.617262
0.001,50,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0051.tif,0.001,1.801,1.751,0.049,0.058,1817.692475
0.001005,50,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0051.tif,-0.001,1.798,1.703,0.049,0.06,1892.042149
0.00101,50,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0051.tif,-0.002,1.794,1.699,0.05,0.06,1821.564275
0.001015,50,050_AlSiMg_200W_500mms_M0_G13_Test_Stepover0051.tif,0.001,1.781,1.705,0.051,0.058,1774.811296
