time,xrayimage_id,xrayimage_name,trg,power,TED,TEP_low,TEP_high,TEP
0.00054,27,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0028.tif,0.001,1.773,1.672,0.042,0.052,1683.276983139016
0.000545,27,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0028.tif,-0.001,1.775,1.667,0.043,0.052,1665.3481674166476
0.00055,27,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0028.tif,0.001,1.776,1.689,0.042,0.053,1737.0239948239912
0.000555,27,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0028.tif,-0.001,1.777,1.668,0.044,0.053,1760.053576139167
0.00056,28,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0029.tif,-0.002,1.781,1.661,0.044,0.052,1784.8962266247352
0.000565,28,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0029.tif,-0.001,1.79,1.637,0.044,0.053,1822.2224129836468
0.00057,28,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0029.tif,-0.002,1.807,1.629,0.045,0.053,1822.2224129836468
0.000575,28,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0029.tif,-0.001,1.808,1.63,0.044,0.053,1804.2935972612781
0.00058,29,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0030.tif,0.0,1.807,1.636,0.044,0.053,1849.1402655589573
0.000585,29,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0030.tif,0.0,1.802,1.675,0.044,0.053,1820.720716426691
0.00059,29,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0030.tif,0.001,1.8,1.692,0.046,0.053,1838.6495321490597
0.000595,29,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0030.tif,-0.002,1.794,1.661,0.042,0.051,1826.0548010247735
0.0006,30,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0031.tif,-0.002,1.781,1.663,0.044,0.052,1795.6863517237448
0.000605,30,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0031.tif,-0.001,1.776,1.646,0.045,0.055,1734.8398639214843
0.00061,30,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0031.tif,-0.002,1.77,1.632,0.044,0.055,1718.8846568317385
0.000615,30,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0031.tif,-0.001,1.772,1.614,0.044,0.054,1718.8846568317385
0.00062,31,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0032.tif,-0.001,1.775,1.616,0.042,0.052,1742.328815215977
0.000625,31,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0032.tif,-0.001,1.776,1.633,0.044,0.052,1761.9638007907877
0.00063,31,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0032.tif,0.0,1.786,1.646,0.042,0.05,1754.9340389801932
0.000635,31,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0032.tif,-0.001,1.8,1.744,0.041,0.05,1799.3087952022056
0.00064,32,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0033.tif,0.0,1.805,1.672,0.042,0.052,1744.053793120925
0.000645,32,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0033.tif,-0.002,1.808,1.67,0.045,0.053,1720.6096347366868
0.00065,32,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0033.tif,-0.002,1.808,1.65,0.042,0.053,1677.5960867779293
0.000655,32,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0033.tif,-0.002,1.8,1.649,0.045,0.055,1684.625848588524
0.00066,33,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0034.tif,-0.001,1.8,1.644,0.041,0.053,1659.7831981029558
0.000665,33,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0034.tif,-0.002,1.793,1.649,0.044,0.054,1735.271147382629
0.00067,33,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0034.tif,-0.001,1.781,1.625,0.043,0.052,1818.7211102260112
0.000675,33,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0034.tif,-0.001,1.772,1.622,0.044,0.051,1872.4681219109862
0.00068,34,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0035.tif,0.0,1.772,1.615,0.047,0.053,1926.6297043363295
0.000685,34,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0035.tif,0.0,1.777,1.608,0.044,0.053,1892.8009935561506
0.00069,34,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0035.tif,-0.001,1.779,1.64,0.044,0.051,1817.3130442764773
0.000695,34,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0035.tif,-0.001,1.781,1.612,0.042,0.053,1696.2455523508004
0.0007,35,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0036.tif,0.0,1.8,1.622,0.042,0.053,1710.6767707465842
0.000705,35,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0036.tif,0.0,1.807,1.614,0.042,0.054,1665.4406336003922
0.00071,35,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0036.tif,-0.001,1.808,1.626,0.043,0.051,1695.6924457338732
0.000715,35,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0036.tif,0.0,1.807,1.664,0.042,0.051,1729.521156514052
0.00072,36,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0037.tif,-0.002,1.802,1.621,0.042,0.051,1742.4072303617218
0.000725,36,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0037.tif,0.001,1.8,1.615,0.043,0.052,1708.498698217601
0.00073,36,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0037.tif,0.001,1.795,1.593,0.042,0.053,1685.2046231420031
0.000735,36,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0037.tif,0.0,1.784,1.614,0.043,0.053,1950.3272902171352
0.00074,37,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0038.tif,0.001,1.781,1.64,0.044,0.055,1903.612505589287
0.000745,37,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0038.tif,-0.002,1.783,1.64,0.052,0.053,1879.0500097841868
0.00075,37,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0038.tif,-0.001,1.78,1.651,0.042,0.054,1895.0298479537917
0.000755,37,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0038.tif,0.0,1.787,1.636,0.042,0.055,1993.1116050520402
0.00076,38,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0039.tif,0.0,1.784,1.698,0.043,0.052,1712.0337308871622
0.000765,38,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0039.tif,0.0,1.791,1.688,0.046,0.052,1780.1748068161119
0.00077,38,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0039.tif,0.0,1.805,1.684,0.042,0.052,1791.8512287735425
0.000775,38,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0039.tif,0.0,1.805,1.635,0.044,0.052,1809.7799227480587
0.00078,39,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0040.tif,-0.001,1.798,1.658,0.042,0.054,1734.9922407254076
0.000785,39,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0040.tif,-0.002,1.797,1.684,0.043,0.051,1775.950637762952
0.00079,39,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0040.tif,0.0,1.795,1.654,0.042,0.051,1768.8712493005357
0.000795,39,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0040.tif,0.0,1.791,1.616,0.044,0.052,1796.0539281919403
0.0008,40,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0041.tif,-0.002,1.779,1.6,0.042,0.05,1819.7844727169183
0.000805,40,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0041.tif,-0.002,1.766,1.583,0.042,0.052,1819.7844727169183
0.00081,40,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0041.tif,-0.001,1.766,1.597,0.044,0.051,1794.7812827691191
0.000815,40,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0041.tif,0.001,1.77,1.588,0.042,0.051,1801.8606712315354
0.00082,41,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0042.tif,0.0,1.775,1.6,0.042,0.051,1787.5640661878006
0.000825,41,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0042.tif,-0.002,1.777,1.616,0.044,0.052,1742.3279290416085
0.00083,41,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0042.tif,0.0,1.788,1.621,0.042,0.053,1742.3279290416085
0.000835,41,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0042.tif,0.0,1.8,1.64,0.042,0.051,1680.493489531485
0.00084,42,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0043.tif,-0.002,1.805,1.667,0.042,0.051,1639.5350924939407
0.000845,42,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0043.tif,0.0,1.808,1.616,0.04,0.053,1715.023041773614
0.00085,42,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0043.tif,-0.001,1.804,1.612,0.042,0.052,1671.8851557924634
0.000855,42,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0043.tif,0.0,1.805,1.639,0.044,0.051,1678.959530017894
0.00086,43,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0044.tif,-0.003,1.802,1.691,0.042,0.054,1724.838762438271
0.000865,43,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0044.tif,-0.002,1.791,1.686,0.044,0.053,1786.030106674209
0.00087,43,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0044.tif,0.0,1.783,1.667,0.042,0.052,1731.8685242488657
0.000875,43,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0044.tif,-0.001,1.775,1.846,0.044,0.051,1744.7545980965351
0.00088,44,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0045.tif,0.001,1.777,1.759,0.044,0.054,1809.2433197123687
0.000885,44,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0045.tif,0.001,1.779,1.832,0.042,0.053,1832.2729010275448
0.00089,44,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0045.tif,0.001,1.779,1.779,0.045,0.051,1818.794251287627
0.000895,44,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0045.tif,0.001,1.79,1.77,0.044,0.053,1804.4256214911802
0.0009,45,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0046.tif,-0.001,1.8,1.758,0.046,0.054,1889.8202565367242
0.000905,45,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0046.tif,-0.002,1.809,1.713,0.044,0.055,1809.3317154163092
0.00091,45,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0046.tif,-0.002,1.809,1.726,0.047,0.054,1809.3317154163094
0.000915,45,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0046.tif,-0.002,1.811,1.726,0.044,0.054,1747.3224158765538
0.00092,46,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0047.tif,-0.002,1.808,1.759,0.044,0.053,1754.661283862406
0.000925,46,077_AlSiMg_200W_500mms_M0_G13_Test_StepoverAlt0047.tif,-0.002,1.802,1.712,0.042,0.053,1669.266648816862
